,Unnamed: 0,Port Name,State,Port Code,Border,Date,Measure,Value,Location,location_x,location_y,year,month,agg_month,day_of_the_week,is_week_day
1584,1584,Douglas,Arizona,2601,US-Mexico Border,2019-02-01,Bus Passengers,1961,POINT (-109.54472 31.344439999999995),-109.54472,31.344439999999995,2019,2,278,4,1
1588,1588,Lukeville,Arizona,2602,US-Mexico Border,2019-01-01,Bus Passengers,211,POINT (-112.81500000000001 31.8825),-112.815,31.8825,2019,1,277,1,1
1592,1592,Tornillo-Fabens,Texas,2404,US-Mexico Border,2019-01-01,Personal Vehicles,32752,POINT (-106.15806 31.502219999999998),-106.15806,31.50222,2019,1,277,1,1
1610,1610,Presidio,Texas,2403,US-Mexico Border,2019-01-01,Buses,114,POINT (-104.37167 29.56056),-104.37167,29.56056,2019,1,277,1,1
1620,1620,Lukeville,Arizona,2602,US-Mexico Border,2019-01-01,Pedestrians,3409,POINT (-112.81500000000001 31.8825),-112.815,31.8825,2019,1,277,1,1
1627,1627,Brownsville,Texas,2301,US-Mexico Border,2019-01-01,Truck Containers Empty,10214,POINT (-97.49722 25.90139),-97.49722,25.90139,2019,1,277,1,1
1636,1636,Boquillas,Texas,2410,US-Mexico Border,2019-01-01,Pedestrians,144,POINT (-102.95 29.190000000000005),-102.95,29.190000000000005,2019,1,277,1,1
1648,1648,Calexico East,California,2507,US-Mexico Border,2019-01-01,Train Passengers,20,POINT (-115.48433000000001 32.67524),-115.48433,32.67524,2019,1,277,1,1
1649,1649,Lukeville,Arizona,2602,US-Mexico Border,2019-01-01,Truck Containers Full,24,POINT (-112.81500000000001 31.8825),-112.815,31.8825,2019,1,277,1,1
1692,1692,Douglas,Arizona,2601,US-Mexico Border,2019-01-01,Bus Passengers,1961,POINT (-109.54472 31.344439999999995),-109.54472,31.344439999999995,2019,1,277,1,1
1702,1702,Calexico East,California,2507,US-Mexico Border,2019-01-01,Rail Containers Full,30,POINT (-115.48433000000001 32.67524),-115.48433,32.67524,2019,1,277,1,1
1708,1708,Rio Grande City,Texas,2307,US-Mexico Border,2019-01-01,Trucks,3174,POINT (-98.82 26.37944),-98.82,26.379440000000002,2019,1,277,1,1
1719,1719,Brownsville,Texas,2301,US-Mexico Border,2019-01-01,Trucks,22372,POINT (-97.49722 25.90139),-97.49722,25.90139,2019,1,277,1,1
1970,1970,Rio Grande City,Texas,2307,US-Mexico Border,2019-01-01,Pedestrians,2807,POINT (-98.82 26.37944),-98.82,26.379440000000002,2019,1,277,1,1
2131,2131,Del Rio,Texas,2302,US-Mexico Border,2019-01-01,Trucks,6626,POINT (-100.89639 29.3625),-100.89639,29.3625,2019,1,277,1,1
2135,2135,Brownsville,Texas,2301,US-Mexico Border,2019-01-01,Personal Vehicles,398495,POINT (-97.49722 25.90139),-97.49722,25.90139,2019,1,277,1,1
2136,2136,Eagle Pass,Texas,2303,US-Mexico Border,2019-01-01,Buses,231,POINT (-100.49917 28.70889),-100.49916999999999,28.708890000000004,2019,1,277,1,1
2151,2151,Nogales,Arizona,2604,US-Mexico Border,2019-01-01,Trains,70,POINT (-110.93361 31.340279999999996),-110.93361000000002,31.34028,2019,1,277,1,1
2160,2160,Douglas,Arizona,2601,US-Mexico Border,2019-01-01,Truck Containers Empty,560,POINT (-109.54472 31.344439999999995),-109.54472,31.344439999999995,2019,1,277,1,1
2171,2171,Presidio,Texas,2403,US-Mexico Border,2019-01-01,Truck Containers Full,673,POINT (-104.37167 29.56056),-104.37167,29.56056,2019,1,277,1,1
2183,2183,San Luis,Arizona,2608,US-Mexico Border,2019-01-01,Trucks,2999,POINT (-114.78139000000002 32.48694),-114.78138999999999,32.486940000000004,2019,1,277,1,1
2187,2187,El Paso,Texas,2402,US-Mexico Border,2019-01-01,Trains,123,POINT (-106.48639 31.758610000000004),-106.48638999999999,31.758610000000004,2019,1,277,1,1
2198,2198,San Luis,Arizona,2608,US-Mexico Border,2019-01-01,Personal Vehicles,262181,POINT (-114.78139000000002 32.48694),-114.78138999999999,32.486940000000004,2019,1,277,1,1
2207,2207,Laredo,Texas,2304,US-Mexico Border,2019-01-01,Rail Containers Empty,16920,POINT (-99.50722 27.50611),-99.50721999999999,27.506109999999996,2019,1,277,1,1
2222,2222,Roma,Texas,2310,US-Mexico Border,2019-01-01,Truck Containers Empty,652,POINT (-99.01833 26.40361),-99.01833,26.403609999999997,2019,1,277,1,1
2260,2260,Sasabe,Arizona,2606,US-Mexico Border,2019-01-01,Personal Vehicles,2216,POINT (-111.54139 31.48861),-111.54138999999999,31.488609999999998,2019,1,277,1,1
2266,2266,Tecate,California,2505,US-Mexico Border,2019-01-01,Truck Containers Empty,2123,POINT (-116.62667 32.57722),-116.62666999999999,32.577220000000004,2019,1,277,1,1
2272,2272,Andrade,California,2502,US-Mexico Border,2019-01-01,Pedestrians,107916,POINT (-114.63402 32.7394),-114.63401999999999,32.7394,2019,1,277,1,1
2273,2273,Otay Mesa,California,2506,US-Mexico Border,2019-01-01,Pedestrians,284683,POINT (-117.05333 32.57333),-117.05333,32.57333,2019,1,277,1,1
2278,2278,San Luis,Arizona,2608,US-Mexico Border,2019-01-01,Truck Containers Empty,713,POINT (-114.78139000000002 32.48694),-114.78138999999999,32.486940000000004,2019,1,277,1,1
2292,2292,Del Rio,Texas,2302,US-Mexico Border,2019-01-01,Pedestrians,16510,POINT (-100.89639 29.3625),-100.89639,29.3625,2019,1,277,1,1
2305,2305,El Paso,Texas,2402,US-Mexico Border,2019-01-01,Buses,1361,POINT (-106.48639 31.758610000000004),-106.48638999999999,31.758610000000004,2019,1,277,1,1
2491,2491,Brownsville,Texas,2301,US-Mexico Border,2018-12-01,Personal Vehicle Passengers,910576,POINT (-97.49722 25.90139),-97.49722,25.90139,2018,12,276,5,0
2672,2672,Del Rio,Texas,2302,US-Mexico Border,2018-12-01,Trucks,5360,POINT (-100.89639 29.3625),-100.89639,29.3625,2018,12,276,5,0
2940,2940,Roma,Texas,2310,US-Mexico Border,2018-12-01,Truck Containers Empty,619,POINT (-99.01833 26.40361),-99.01833,26.403609999999997,2018,12,276,5,0
2943,2943,Rio Grande City,Texas,2307,US-Mexico Border,2018-12-01,Personal Vehicles,42053,POINT (-98.82 26.37944),-98.82,26.379440000000002,2018,12,276,5,0
2955,2955,Nogales,Arizona,2604,US-Mexico Border,2018-12-01,Train Passengers,183,POINT (-110.93361 31.340279999999996),-110.93361000000002,31.34028,2018,12,276,5,0
3064,3064,Roma,Texas,2310,US-Mexico Border,2018-12-01,Pedestrians,14820,POINT (-99.01833 26.40361),-99.01833,26.403609999999997,2018,12,276,5,0
3125,3125,Douglas,Arizona,2601,US-Mexico Border,2018-12-01,Personal Vehicle Passengers,253398,POINT (-109.54472 31.344439999999995),-109.54472,31.344439999999995,2018,12,276,5,0
3312,3312,Eagle Pass,Texas,2303,US-Mexico Border,2018-11-01,Rail Containers Full,12817,POINT (-100.49917 28.70889),-100.49916999999999,28.708890000000004,2018,11,275,3,1
3360,3360,Calexico East,California,2507,US-Mexico Border,2018-11-01,Pedestrians,32247,POINT (-115.48433000000001 32.67524),-115.48433,32.67524,2018,11,275,3,1
3362,3362,El Paso,Texas,2402,US-Mexico Border,2018-11-01,Buses,1334,POINT (-106.48639 31.758610000000004),-106.48638999999999,31.758610000000004,2018,11,275,3,1
3363,3363,Roma,Texas,2310,US-Mexico Border,2018-11-01,Personal Vehicles,62763,POINT (-99.01833 26.40361),-99.01833,26.403609999999997,2018,11,275,3,1
3374,3374,Progreso,Texas,2309,US-Mexico Border,2018-11-01,Truck Containers Full,1632,POINT (-97.94889 26.061670000000003),-97.94889,26.061670000000003,2018,11,275,3,1
3381,3381,Santa Teresa,New Mexico,2408,US-Mexico Border,2018-11-01,Truck Containers Empty,1469,POINT (-106.67903 31.850000000000005),-106.67903000000001,31.850000000000005,2018,11,275,3,1
3386,3386,Eagle Pass,Texas,2303,US-Mexico Border,2018-11-01,Trucks,14819,POINT (-100.49917 28.70889),-100.49916999999999,28.708890000000004,2018,11,275,3,1
3393,3393,Calexico,California,2503,US-Mexico Border,2018-11-01,Personal Vehicle Passengers,723647,POINT (-115.49806000000001 32.67889),-115.49806000000001,32.67889,2018,11,275,3,1
3408,3408,Progreso,Texas,2309,US-Mexico Border,2018-11-01,Personal Vehicle Passengers,233387,POINT (-97.94889 26.061670000000003),-97.94889,26.061670000000003,2018,11,275,3,1
3426,3426,Naco,Arizona,2603,US-Mexico Border,2018-11-01,Trucks,197,POINT (-109.9475 31.335280000000004),-109.9475,31.335280000000004,2018,11,275,3,1
3599,3599,Brownsville,Texas,2301,US-Mexico Border,2018-11-01,Personal Vehicle Passengers,798292,POINT (-97.49722 25.90139),-97.49722,25.90139,2018,11,275,3,1
3657,3657,Douglas,Arizona,2601,US-Mexico Border,2018-11-01,Truck Containers Full,1687,POINT (-109.54472 31.344439999999995),-109.54472,31.344439999999995,2018,11,275,3,1
3854,3854,San Ysidro,California,2504,US-Mexico Border,2018-11-01,Personal Vehicle Passengers,1853285,POINT (-117.02666999999998 32.54306),-117.02667,32.54306,2018,11,275,3,1
3859,3859,Lukeville,Arizona,2602,US-Mexico Border,2018-11-01,Trucks,23,POINT (-112.81500000000001 31.8825),-112.815,31.8825,2018,11,275,3,1
3865,3865,El Paso,Texas,2402,US-Mexico Border,2018-11-01,Bus Passengers,14532,POINT (-106.48639 31.758610000000004),-106.48638999999999,31.758610000000004,2018,11,275,3,1
3869,3869,Lukeville,Arizona,2602,US-Mexico Border,2018-11-01,Personal Vehicles,33077,POINT (-112.81500000000001 31.8825),-112.815,31.8825,2018,11,275,3,1
3870,3870,Andrade,California,2502,US-Mexico Border,2018-11-01,Pedestrians,88621,POINT (-114.63402 32.7394),-114.63401999999999,32.7394,2018,11,275,3,1
3874,3874,Presidio,Texas,2403,US-Mexico Border,2018-11-01,Trucks,892,POINT (-104.37167 29.56056),-104.37167,29.56056,2018,11,275,3,1
3879,3879,Naco,Arizona,2603,US-Mexico Border,2018-11-01,Personal Vehicle Passengers,49489,POINT (-109.9475 31.335280000000004),-109.9475,31.335280000000004,2018,11,275,3,1
3891,3891,Tecate,California,2505,US-Mexico Border,2018-11-01,Truck Containers Full,2876,POINT (-116.62667 32.57722),-116.62666999999999,32.577220000000004,2018,11,275,3,1
3893,3893,Brownsville,Texas,2301,US-Mexico Border,2018-11-01,Truck Containers Empty,9734,POINT (-97.49722 25.90139),-97.49722,25.90139,2018,11,275,3,1
3903,3903,San Luis,Arizona,2608,US-Mexico Border,2018-11-01,Pedestrians,220715,POINT (-114.78139000000002 32.48694),-114.78138999999999,32.486940000000004,2018,11,275,3,1
3934,3934,San Ysidro,California,2504,US-Mexico Border,2018-10-01,Personal Vehicle Passengers,2160536,POINT (-117.02666999999998 32.54306),-117.02667,32.54306,2018,10,274,0,1
3969,3969,Calexico East,California,2507,US-Mexico Border,2018-10-01,Personal Vehicles,292672,POINT (-115.48433000000001 32.67524),-115.48433,32.67524,2018,10,274,0,1
3996,3996,San Ysidro,California,2504,US-Mexico Border,2018-10-01,Personal Vehicles,1278614,POINT (-117.02666999999998 32.54306),-117.02667,32.54306,2018,10,274,0,1
3999,3999,Eagle Pass,Texas,2303,US-Mexico Border,2018-10-01,Buses,146,POINT (-100.49917 28.70889),-100.49916999999999,28.708890000000004,2018,10,274,0,1
4003,4003,Nogales,Arizona,2604,US-Mexico Border,2018-10-01,Truck Containers Empty,5119,POINT (-110.93361 31.340279999999996),-110.93361000000002,31.34028,2018,10,274,0,1
4029,4029,Columbus,New Mexico,2406,US-Mexico Border,2018-10-01,Truck Containers Full,2933,POINT (-107.63944 31.827499999999997),-107.63944,31.8275,2018,10,274,0,1
4032,4032,Lukeville,Arizona,2602,US-Mexico Border,2018-10-01,Truck Containers Empty,2,POINT (-112.81500000000001 31.8825),-112.815,31.8825,2018,10,274,0,1
4033,4033,San Ysidro,California,2504,US-Mexico Border,2018-10-01,Bus Passengers,4858,POINT (-117.02666999999998 32.54306),-117.02667,32.54306,2018,10,274,0,1
4292,4292,Otay Mesa,California,2506,US-Mexico Border,2018-10-01,Truck Containers Full,70339,POINT (-117.05333 32.57333),-117.05333,32.57333,2018,10,274,0,1
4336,4336,Douglas,Arizona,2601,US-Mexico Border,2018-10-01,Personal Vehicle Passengers,246322,POINT (-109.54472 31.344439999999995),-109.54472,31.344439999999995,2018,10,274,0,1
4370,4370,Presidio,Texas,2403,US-Mexico Border,2018-10-01,Trucks,866,POINT (-104.37167 29.56056),-104.37167,29.56056,2018,10,274,0,1
4378,4378,Santa Teresa,New Mexico,2408,US-Mexico Border,2018-10-01,Pedestrians,8916,POINT (-106.67903 31.850000000000005),-106.67903000000001,31.850000000000005,2018,10,274,0,1
4425,4425,Lukeville,Arizona,2602,US-Mexico Border,2018-10-01,Trucks,39,POINT (-112.81500000000001 31.8825),-112.815,31.8825,2018,10,274,0,1
4444,4444,Laredo,Texas,2304,US-Mexico Border,2018-10-01,Personal Vehicles,440525,POINT (-99.50722 27.50611),-99.50721999999999,27.506109999999996,2018,10,274,0,1
4478,4478,Laredo,Texas,2304,US-Mexico Border,2018-10-01,Bus Passengers,64573,POINT (-99.50722 27.50611),-99.50721999999999,27.506109999999996,2018,10,274,0,1
4487,4487,Sasabe,Arizona,2606,US-Mexico Border,2018-10-01,Personal Vehicle Passengers,3530,POINT (-111.54139 31.48861),-111.54138999999999,31.488609999999998,2018,10,274,0,1
4517,4517,San Luis,Arizona,2608,US-Mexico Border,2018-10-01,Buses,14,POINT (-114.78139000000002 32.48694),-114.78138999999999,32.486940000000004,2018,10,274,0,1
4528,4528,Roma,Texas,2310,US-Mexico Border,2018-10-01,Buses,32,POINT (-99.01833 26.40361),-99.01833,26.403609999999997,2018,10,274,0,1
4536,4536,Naco,Arizona,2603,US-Mexico Border,2018-10-01,Truck Containers Full,138,POINT (-109.9475 31.335280000000004),-109.9475,31.335280000000004,2018,10,274,0,1
4553,4553,Del Rio,Texas,2302,US-Mexico Border,2018-10-01,Trucks,7319,POINT (-100.89639 29.3625),-100.89639,29.3625,2018,10,274,0,1
4579,4579,Tecate,California,2505,US-Mexico Border,2018-10-01,Truck Containers Full,3659,POINT (-116.62667 32.57722),-116.62666999999999,32.577220000000004,2018,10,274,0,1
4588,4588,Del Rio,Texas,2302,US-Mexico Border,2018-10-01,Truck Containers Empty,1577,POINT (-100.89639 29.3625),-100.89639,29.3625,2018,10,274,0,1
4597,4597,Laredo,Texas,2304,US-Mexico Border,2018-10-01,Pedestrians,341928,POINT (-99.50722 27.50611),-99.50721999999999,27.506109999999996,2018,10,274,0,1
4621,4621,Nogales,Arizona,2604,US-Mexico Border,2018-10-01,Personal Vehicle Passengers,560894,POINT (-110.93361 31.340279999999996),-110.93361000000002,31.34028,2018,10,274,0,1
4989,4989,El Paso,Texas,2402,US-Mexico Border,2018-09-01,Buses,1359,POINT (-106.48639 31.758610000000004),-106.48638999999999,31.758610000000004,2018,9,273,5,0
5039,5039,San Luis,Arizona,2608,US-Mexico Border,2018-09-01,Trucks,1915,POINT (-114.78139000000002 32.48694),-114.78138999999999,32.486940000000004,2018,9,273,5,0
5049,5049,San Luis,Arizona,2608,US-Mexico Border,2018-09-01,Buses,13,POINT (-114.78139000000002 32.48694),-114.78138999999999,32.486940000000004,2018,9,273,5,0
5051,5051,Roma,Texas,2310,US-Mexico Border,2018-09-01,Personal Vehicle Passengers,117477,POINT (-99.01833 26.40361),-99.01833,26.403609999999997,2018,9,273,5,0
5054,5054,Eagle Pass,Texas,2303,US-Mexico Border,2018-09-01,Personal Vehicle Passengers,479153,POINT (-100.49917 28.70889),-100.49916999999999,28.708890000000004,2018,9,273,5,0
5057,5057,El Paso,Texas,2402,US-Mexico Border,2018-09-01,Bus Passengers,14446,POINT (-106.48639 31.758610000000004),-106.48638999999999,31.758610000000004,2018,9,273,5,0
5074,5074,Otay Mesa,California,2506,US-Mexico Border,2018-09-01,Trains,14,POINT (-117.05333 32.57333),-117.05333,32.57333,2018,9,273,5,0
5077,5077,Calexico East,California,2507,US-Mexico Border,2018-09-01,Trucks,29426,POINT (-115.48433000000001 32.67524),-115.48433,32.67524,2018,9,273,5,0
5091,5091,San Ysidro,California,2504,US-Mexico Border,2018-09-01,Personal Vehicle Passengers,2098589,POINT (-117.02666999999998 32.54306),-117.02667,32.54306,2018,9,273,5,0
5096,5096,Andrade,California,2502,US-Mexico Border,2018-09-01,Personal Vehicle Passengers,87417,POINT (-114.63402 32.7394),-114.63401999999999,32.7394,2018,9,273,5,0
5098,5098,Lukeville,Arizona,2602,US-Mexico Border,2018-09-01,Bus Passengers,216,POINT (-112.81500000000001 31.8825),-112.815,31.8825,2018,9,273,5,0
5123,5123,Columbus,New Mexico,2406,US-Mexico Border,2018-09-01,Truck Containers Empty,59,POINT (-107.63944 31.827499999999997),-107.63944,31.8275,2018,9,273,5,0
5127,5127,Rio Grande City,Texas,2307,US-Mexico Border,2018-09-01,Personal Vehicles,35575,POINT (-98.82 26.37944),-98.82,26.379440000000002,2018,9,273,5,0
5131,5131,Calexico East,California,2507,US-Mexico Border,2018-09-01,Train Passengers,19,POINT (-115.48433000000001 32.67524),-115.48433,32.67524,2018,9,273,5,0
5143,5143,Calexico East,California,2507,US-Mexico Border,2018-09-01,Truck Containers Empty,14046,POINT (-115.48433000000001 32.67524),-115.48433,32.67524,2018,9,273,5,0
5147,5147,San Luis,Arizona,2608,US-Mexico Border,2018-09-01,Bus Passengers,13,POINT (-114.78139000000002 32.48694),-114.78138999999999,32.486940000000004,2018,9,273,5,0
5150,5150,Presidio,Texas,2403,US-Mexico Border,2018-09-01,Personal Vehicle Passengers,121228,POINT (-104.37167 29.56056),-104.37167,29.56056,2018,9,273,5,0
5158,5158,El Paso,Texas,2402,US-Mexico Border,2018-09-01,Truck Containers Empty,15866,POINT (-106.48639 31.758610000000004),-106.48638999999999,31.758610000000004,2018,9,273,5,0
5169,5169,Roma,Texas,2310,US-Mexico Border,2018-09-01,Truck Containers Full,127,POINT (-99.01833 26.40361),-99.01833,26.403609999999997,2018,9,273,5,0
5170,5170,Lukeville,Arizona,2602,US-Mexico Border,2018-09-01,Truck Containers Empty,3,POINT (-112.81500000000001 31.8825),-112.815,31.8825,2018,9,273,5,0
5185,5185,Sasabe,Arizona,2606,US-Mexico Border,2018-09-01,Personal Vehicles,1961,POINT (-111.54139 31.48861),-111.54138999999999,31.488609999999998,2018,9,273,5,0
5187,5187,Rio Grande City,Texas,2307,US-Mexico Border,2018-09-01,Truck Containers Full,2549,POINT (-98.82 26.37944),-98.82,26.379440000000002,2018,9,273,5,0
5192,5192,El Paso,Texas,2402,US-Mexico Border,2018-09-01,Personal Vehicles,1050346,POINT (-106.48639 31.758610000000004),-106.48638999999999,31.758610000000004,2018,9,273,5,0
5197,5197,Calexico East,California,2507,US-Mexico Border,2018-09-01,Rail Containers Empty,394,POINT (-115.48433000000001 32.67524),-115.48433,32.67524,2018,9,273,5,0
5203,5203,Nogales,Arizona,2604,US-Mexico Border,2018-09-01,Truck Containers Full,12290,POINT (-110.93361 31.340279999999996),-110.93361000000002,31.34028,2018,9,273,5,0
5205,5205,Nogales,Arizona,2604,US-Mexico Border,2018-09-01,Rail Containers Full,2510,POINT (-110.93361 31.340279999999996),-110.93361000000002,31.34028,2018,9,273,5,0
5208,5208,Hidalgo,Texas,2305,US-Mexico Border,2018-09-01,Bus Passengers,19923,POINT (-98.26278 26.1),-98.26278,26.1,2018,9,273,5,0
5211,5211,Otay Mesa,California,2506,US-Mexico Border,2018-09-01,Train Passengers,28,POINT (-117.05333 32.57333),-117.05333,32.57333,2018,9,273,5,0
